index;INCDTNO;YEAR4;MONTH;DAY;ACCDMG;INFRASTRUCTURE_DMG;TRKDMG;EQPDMG;LOCOMOTIVES1;LOCOMOTIVES2;RREMPKLD;RREMPINJ;PASSKLD;PASSINJ;OTHERKLD;OTHERINJ;SPEED;LOADF1;LOADF2;EMPTYF1;EMPTYP1;LOADP1;EMPTYF2;TONS;TYPE;TYPEQ;TRKCLAS;TYPTRK;ACCAUSE;TEMP;TEMP_CLUSTER;VISIBLTY;WEATHER;STATE;Jahreszeit;ACCIDENT_TYPE;ACCCAUSE_LVL1;ACCCAUSE_LVL2;EQUIPMENT_TYPE;ACCDMG_EUR;ACCTYPE;SPD_TOO_HIGH
1339;025123;2006;5;9;10000.0;10000.0;0.0;10000.0;1;0;0;0;0;0;0;0;2.958916643910756;3;0;4;0;0;0;459.54021854257087;05;6;1;Industriestrecke;H302;60;Moderat (0° bis 19,99° C);Abend;Wolkig;North Carolina;Frühling;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;7875.8761912262735;Nicht Signifikant;False
1340;025234;2006;5;20;7700.0;7700.0;150.0;7550.0;2;0;0;0;0;0;0;0;4.5;20;0;57;0;0;4;4086.2939582718077;04;7;1;Depot;H020;70;Warm (20° bis 31,99° C);Abenddämmerung;Klar;Virginia;Frühling;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;6033.379476062371;Nicht Signifikant;False
1341;025253;2006;5;22;201950.0;201950.0;1750.0;200200.0;5;2;0;0;0;0;0;0;8.0;90;2;15;0;0;0;11826.952699336958;02;7;1;Depot;H607;66;Moderat (0° bis 19,99° C);Tag;Wolkig;Tennessee;Frühling;Kollision;Speed;Human Factors;Depot/Rangieren, Güterzug;158354.89688700697;Signifikant;False
1342;025306;2006;5;27;14200.0;14200.0;1100.0;13100.0;2;0;0;0;0;0;0;0;1.9635609428485408;2;0;52;0;0;5;1890.4048226498526;01;6;1;Industriestrecke;T303;85;Warm (20° bis 31,99° C);Abenddämmerung;Klar;Illinois;Frühling;Entgleisung;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;EinzelneWagen, Güterzug;11107.634543178972;Nicht Signifikant;False
1343;025328;2006;5;31;33600.0;33600.0;2200.0;31400.0;3;0;0;0;0;0;0;0;5.0;102;2;48;0;0;0;13173.683021290108;04;7;1;Depot;H607;87;Warm (20° bis 31,99° C);Tag;Klar;Ohio;Frühling;Kollision;Speed;Human Factors;Depot/Rangieren, Lokomotive;26111.28380478707;Nicht Signifikant;False
1344;025365;2006;6;1;73304.0;73304.0;34255.0;39049.0;1;1;0;3;0;0;0;1;36.80101048002608;8;3;9;0;0;4;1205.9749143070683;07;6;1;Nebenstrecke;M308;90;Heiß (>= 32° C);Tag;Klar;Alabama;Frühling;Bahnübergang;Loading Procedures;Loading;EinzelneWagen, Güterzug;57556.53266331658;Signifikant;True
1345;025400;2006;5;27;15400.0;15400.0;300.0;15100.0;5;0;0;0;0;0;0;0;14.903185056657339;102;0;139;0;0;3;17048.0;01;1;2;Nebenstrecke;E40C;74;Warm (20° bis 31,99° C);Abend;Klar;Tennessee;Frühling;Entgleisung;Truck Components;Mechanical and Electrical Failures;Güterzug, Güterzug;12046.307884856069;Nicht Signifikant;False
1346;025467;2006;6;10;137500.0;137500.0;1500.0;136000.0;4;0;0;0;0;0;0;0;17.889252159843984;50;1;0;0;0;0;7065.068162293539;03;7;1;Hauptstrecke;H607;94;Heiß (>= 32° C);Tag;Klar;Florida;Frühling;Kollision;Speed;Human Factors;Depot/Rangieren, Güterzug;108867.77513855898;Nicht Signifikant;True
1347;025990;2006;8;2;9800.0;9800.0;0.0;9800.0;2;0;0;0;0;0;0;0;2.958916643910756;46;0;15;0;0;1;6353.647398120594;04;5;1;Industriestrecke;H022;82;Warm (20° bis 31,99° C);Abend;Klar;Virginia;Sommer;Kollision;Brakes, Use of;Human Factors;EinzelneWagen, Güterzug;7657.446476011876;Nicht Signifikant;False
1348;026247;2006;8;26;55000.0;55000.0;0.0;55000.0;4;0;0;0;0;0;0;0;11.917117953470694;170;4;29;0;0;0;10707.0;03;1;3;Nebenstrecke;H222;75;Warm (20° bis 31,99° C);Abend;Wolkig;Georgia;Sommer;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Güterzug;43053.96096440873;Nicht Signifikant;False
1349;026338;2006;9;3;33600.0;33600.0;1000.0;32600.0;2;0;0;0;0;0;0;0;5.0;43;2;63;0;0;0;6301.199959724957;04;7;1;Depot;H306;52;Moderat (0° bis 19,99° C);Abend;Wolkig;Illinois;Sommer;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;26167.544975467925;Nicht Signifikant;False
1350;026493;2006;9;12;8955.0;8955.0;905.0;8050.0;3;0;0;0;0;0;0;0;4.0;25;1;30;0;0;2;3937.434627820611;04;7;2;Hauptstrecke;H702;75;Warm (20° bis 31,99° C);Abend;Wolkig;Florida;Sommer;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Güterzug;7046.187740970966;Nicht Signifikant;False
1351;026568;1997;10;10;170000.0;170000.0;0.0;170000.0;1;0;1;1;0;0;0;0;39.78707758321272;0;0;1;0;6;0;351.2690496171614;09;5;3;Hauptstrecke;M404;70;Warm (20° bis 31,99° C);Tag;Klar;Massachusetts;Herbst;Kollision;Unusual Operational Situations;Miscellaneous Causes;EinzelneWagen, Personenzug;144202.22241072185;Schwer;False
1352;026570;2006;9;22;300100.0;300100.0;100.0;300000.0;4;1;0;1;0;0;0;0;12.91247365453291;202;5;0;0;0;0;6894.0;03;1;4;Hauptstrecke;H222;54;Moderat (0° bis 19,99° C);Abend;Wolkig;Indiana;Sommer;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Güterzug;234142.1549504564;Signifikant;False
1353;026616;2006;9;27;17091.0;17091.0;0.0;17091.0;3;0;0;0;0;0;0;0;3.9542723449729715;11;1;25;0;0;0;2101.8809132770384;05;7;1;Industriestrecke;H306;63;Moderat (0° bis 19,99° C);Abend;Klar;Tennessee;Herbst;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Lokomotive;13474.456007568591;Nicht Signifikant;False
1354;026896;2006;10;23;15000.0;15000.0;0.0;15000.0;7;0;0;0;0;0;0;0;4.949628046035187;43;1;0;0;0;0;4980.958242938599;04;1;1;Depot;H702;63;Moderat (0° bis 19,99° C);Tag;Klar;Georgia;Herbst;Kollision;Switches, Use of;Human Factors;Güterzug, Lokomotive;11946.479770627588;Nicht Signifikant;False
1355;026993;1997;11;22;21970.0;21970.0;0.0;21970.0;2;1;0;2;0;0;0;0;7.5;0;0;0;9;0;0;241.96374545475624;02;2;1;Depot;H603;68;Warm (20° bis 31,99° C);Abend;Klar;Kalifornien;Herbst;Kollision;Speed;Human Factors;Personenzug, Personenzug;18636.016625667995;Signifikant;False
1356;027186;1997;12;13;159201.0;159201.0;3300.0;155901.0;1;0;0;2;0;0;0;0;13.907829355595124;0;0;10;7;0;0;505.36689609824134;04;7;1;Depot;H702;60;Moderat (0° bis 19,99° C);Abend;Nebel;Kalifornien;Herbst;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, EinzelneWagen;135041.98829417254;Signifikant;True
1357;027561;2006;12;28;31800.0;31800.0;5000.0;26800.0;2;0;0;0;0;0;0;0;4.949628046035187;51;5;43;0;0;1;7271.924983404013;01;6;1;Depot;H704;35;Moderat (0° bis 19,99° C);Tag;Wolkig;New York;Winter;Entgleisung;Switches, Use of;Human Factors;EinzelneWagen, Güterzug;24140.286950580736;Nicht Signifikant;False
1358;027627;2007;1;5;9000.0;9000.0;100.0;8900.0;3;0;0;0;0;0;0;0;3.302848229981981;14;0;8;0;0;2;1943.8052151103464;01;7;1;Depot;M408;58;Moderat (0° bis 19,99° C);Morgendämmerung;Regen;Ohio;Winter;Entgleisung;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, Depot/Rangieren, Lokomotive;6878.630388260471;Nicht Signifikant;False
1359;027703;2007;1;12;9050.0;9050.0;0.0;9050.0;2;0;0;0;0;0;0;0;1.9635609428485408;7;0;3;0;0;0;957.4211495204456;04;7;1;Depot;H318;50;Moderat (0° bis 19,99° C);Abend;Wolkig;Virginia;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;7019.312805398279;Nicht Signifikant;False
1360;027864;2007;1;25;28800.0;28800.0;200.0;28600.0;6;0;0;0;0;0;0;0;3.9542723449729715;85;0;98;0;0;2;10796.670382372222;04;7;1;Depot;H306;30;Kalt (-30° - 0,01° C);Abend;Klar;Maryland;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;22191.40083217753;Nicht Signifikant;False
1361;028192;2007;2;21;929000.0;929000.0;100000.0;829000.0;4;2;0;2;0;0;0;0;28.0;44;4;162;0;0;12;9311.0;04;1;4;Hauptstrecke;H221;40;Moderat (0° bis 19,99° C);Tag;Wolkig;Indiana;Winter;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Güterzug;706732.597945987;Signifikant;False
1362;028398;2007;3;7;12000.0;12000.0;0.0;12000.0;2;0;0;0;0;0;0;0;4.949628046035187;19;0;20;0;0;0;4120.647398120594;05;5;1;Depot;H306;70;Warm (20° bis 31,99° C);Tag;Klar;Georgia;Winter;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;9135.896459840122;Nicht Signifikant;False
1363;028458;2007;3;16;80500.0;80500.0;0.0;80500.0;4;1;0;0;0;0;0;0;5.0;10;0;17;0;0;4;1692.8899735913355;04;1;1;Depot;H702;56;Moderat (0° bis 19,99° C);Tag;Klar;Alabama;Winter;Kollision;Switches, Use of;Human Factors;Güterzug, Lokomotive;60412.757973733584;Nicht Signifikant;False
1364;028470;1998;5;7;9500.0;9500.0;0.0;9500.0;1;0;0;0;0;0;0;0;69.6477486150792;0;0;0;0;5;0;278.98219070225605;07;3;4;Hauptstrecke;M303;60;Moderat (0° bis 19,99° C);Tag;Wolkig;Kalifornien;Frühling;Bahnübergang;Loading Procedures;Loading;Nahverkehrszug, NaN;8058.3594876579855;Nicht Signifikant;False
1365;028504602;1985;2;13;109472.0;109472.0;14000.0;95472.0;7;0;0;2;0;0;0;0;36.0;62;10;106;0;0;1;9436.0;05;1;4;Hauptstrecke;E44C;24;Kalt (-30° - 0,01° C);Tag;Klar;Kentucky;Winter;Kollision;Truck Components;Mechanical and Electrical Failures;Güterzug, Güterzug;92859.4452455679;Signifikant;False
1366;028505617;1985;2;25;114800.0;114800.0;400.0;114400.0;2;1;0;3;0;0;0;0;30.0;62;0;92;0;0;2;9086.517193024229;03;6;3;Hauptstrecke;H302;65;Moderat (0° bis 19,99° C);Tag;Wolkig;South Carolina;Winter;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;97378.91254559334;Signifikant;False
1367;028511601;1985;2;12;58217.0;58217.0;9917.0;48300.0;4;0;0;0;0;0;0;0;2.5;12;1;120;0;0;5;5289.578676477754;04;7;3;Depot;H702;37;Moderat (0° bis 19,99° C);Tag;Klar;Georgia;Winter;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Güterzug;49382.47518873526;Nicht Signifikant;False
1368;028681;2007;4;4;11905.0;11905.0;0.0;11905.0;2;0;0;0;0;0;0;0;6.940339448159618;45;0;0;0;0;0;5625.523615117988;05;6;1;Industriestrecke;H306;58;Moderat (0° bis 19,99° C);Tag;Wolkig;Virginia;Frühling;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;8916.267225883763;Nicht Signifikant;False
1369;0286FR206;1986;2;26;9900.0;9900.0;0.0;9900.0;1;0;0;0;0;0;0;0;1.9635609428485408;2;0;0;0;0;0;297.294796241188;04;7;1;Depot;H306;50;Moderat (0° bis 19,99° C);Abend;Klar;Kalifornien;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;8397.658834506743;Nicht Signifikant;False
1370;0286KC202;1986;2;2;10850.0;10850.0;500.0;10350.0;1;0;0;0;0;0;0;0;3.5;13;1;20;0;0;3;2181.603815138834;04;7;1;Depot;T306;45;Moderat (0° bis 19,99° C);Abend;Wolkig;Missouri;Winter;Kollision;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;Depot/Rangieren, EinzelneWagen;9203.494783272541;Nicht Signifikant;False
1371;0286KC203;1986;2;4;65600.0;65600.0;1500.0;64100.0;3;0;0;0;0;0;0;0;5.0;48;2;59;0;0;10;6493.109004428104;04;7;1;Depot;H702;40;Moderat (0° bis 19,99° C);Abend;Regen;Missouri;Winter;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;55645.092883196194;Nicht Signifikant;False
1372;0286NO203;1986;2;3;25650.0;25650.0;0.0;25650.0;2;0;0;0;0;0;0;0;5.0;53;3;12;0;0;2;5660.0;04;7;1;Depot;H306;63;Moderat (0° bis 19,99° C);Abend;Wolkig;Louisiana;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;21757.570616676563;Nicht Signifikant;False
1373;0286NP201;1986;2;1;33400.0;33400.0;3400.0;30000.0;0;0;0;0;0;0;0;0;8.5;83;4;2;0;0;0;9650.975167524355;02;6;2;Depot;T305;40;Moderat (0° bis 19,99° C);Tag;Klar;Nebraska;Winter;Kollision;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;EinzelneWagen, EinzelneWagen;28331.495461871233;Nicht Signifikant;False
1374;0286NP202;1986;2;2;20000.0;20000.0;0.0;20000.0;6;1;0;0;0;0;0;0;13.907829355595124;0;0;0;0;0;0;69.7799471826711;02;8;2;Depot;H601;32;Moderat (0° bis 19,99° C);Abend;Klar;Nebraska;Winter;Kollision;Speed;Human Factors;Lokomotive, Lokomotive;16964.967342437863;Nicht Signifikant;False
1375;028739;2007;4;10;68445.0;68445.0;500.0;67945.0;3;0;0;0;0;0;0;0;5.0;51;0;115;0;0;5;18246.0;04;6;1;Depot;M599;53;Moderat (0° bis 19,99° C);Tag;Klar;Kentucky;Frühling;Kollision;Other Miscellaneous;Miscellaneous Causes;EinzelneWagen, Güterzug;50979.442872039326;Nicht Signifikant;False
1376;028787;2007;4;14;80500.0;80500.0;500.0;80000.0;3;0;0;0;0;0;0;0;7.935695149221832;100;3;0;0;0;0;12798.370241052073;05;6;1;Industriestrecke;H210;58;Moderat (0° bis 19,99° C);Abend;Wolkig;North Carolina;Frühling;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;EinzelneWagen, Güterzug;59462.2543950362;Nicht Signifikant;False
1377;0287ID001;1987;2;5;36832.0;36832.0;0.0;36832.0;2;0;0;1;0;0;0;0;10.0;1;0;0;0;0;0;54.88997359133555;02;1;1;Hauptstrecke;H603;-40;Sehr Kalt (-45° - 30,01° C);Tag;Klar;Idaho;Winter;Kollision;Speed;Human Factors;Güterzug, Lokomotive;31242.683857833574;Signifikant;False
1378;0287OR206;1987;2;24;9128.0;9128.0;1128.0;8000.0;3;1;0;0;0;0;0;0;5.0;5;0;1;0;0;0;669.0134800399519;01;7;1;Depot;H209;55;Moderat (0° bis 19,99° C);Abenddämmerung;Klar;Oregon;Winter;Entgleisung;Flagging, Fixed, Hand and Radio Signals;Human Factors;Depot/Rangieren, Lokomotive;7742.811095088641;Nicht Signifikant;False
1379;0288002;1988;1;17;7638.0;7638.0;0.0;7638.0;7;0;0;0;0;0;0;0;5.0;0;0;0;7;0;0;204.67993898637036;04;7;1;Depot;H302;25;Kalt (-30° - 0,01° C);Morgendämmerung;Klar;Pennsylvania;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Personenzug;6478.92102807702;Nicht Signifikant;False
1380;028812005;1988;2;5;21700.0;21700.0;0.0;21700.0;5;0;0;0;0;0;0;0;10.0;35;1;114;0;0;1;7276.6154128112885;04;1;1;Depot;H020;65;Moderat (0° bis 19,99° C);Tag;Wolkig;Florida;Winter;Kollision;Brakes, Use of;Human Factors;Güterzug, Güterzug;18406.989566545082;Nicht Signifikant;False
1381;028812006;1988;2;7;18550.0;18550.0;50.0;18500.0;2;0;0;0;0;0;0;0;2.0;13;0;27;0;0;0;4100.0;04;1;1;Depot;H306;40;Moderat (0° bis 19,99° C);Tag;Klar;Florida;Winter;Kollision;General Switching Rules;Human Factors;Güterzug, Güterzug;15735.00721011112;Nicht Signifikant;False
1382;028822047;1988;2;21;96930.0;96930.0;0.0;96930.0;0;0;0;0;0;0;0;0;2.0;67;0;4;0;0;0;7813.313031486942;04;6;1;Depot;H018;45;Moderat (0° bis 19,99° C);Tag;Klar;Maryland;Winter;Kollision;Brakes, Use of;Human Factors;EinzelneWagen, EinzelneWagen;82220.7142251251;Nicht Signifikant;False
1383;028823053;1988;2;23;11200.0;11200.0;0.0;11200.0;2;1;0;0;0;0;0;0;6.0;33;0;10;0;0;0;4128.239058758085;04;7;1;Depot;H401;35;Moderat (0° bis 19,99° C);Abend;Regen;Ohio;Winter;Kollision;Main Track Authority;Human Factors;Depot/Rangieren, Depot/Rangieren;9500.381711765205;Nicht Signifikant;False
1384;028879;2007;4;22;249400.0;249400.0;65000.0;184400.0;4;0;0;0;0;0;0;0;5.0;21;0;37;0;0;7;4077.294286139126;04;7;X;Depot;H702;64;Moderat (0° bis 19,99° C);Tag;Klar;Ohio;Frühling;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Güterzug;183742.6326129666;Signifikant;False
1385;028901023;1989;2;6;18000.0;18000.0;1000.0;17000.0;2;0;0;0;0;0;0;0;10.0;55;3;54;0;0;1;2000.0;04;7;1;Depot;H018;30;Kalt (-30° - 0,01° C);Tag;Wolkig;Tennessee;Winter;Kollision;Brakes, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;15268.470608194079;Nicht Signifikant;False
1386;028905048;1989;2;17;20000.0;20000.0;0.0;20000.0;1;0;0;0;0;0;0;0;4.0;83;1;0;0;0;0;9531.255224108938;04;7;1;Depot;H306;21;Kalt (-30° - 0,01° C);Abend;Nebel;North Carolina;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;16964.967342437863;Nicht Signifikant;False
1387;028908041;1989;2;27;276950.0;276950.0;2500.0;274450.0;3;2;0;0;0;0;0;0;24.856742067279495;12;2;90;0;0;6;3810.0;03;1;2;Hauptstrecke;H215;60;Moderat (0° bis 19,99° C);Abend;Wolkig;Alabama;Winter;Kollision;Flagging, Fixed, Hand and Radio Signals;Human Factors;Güterzug, Güterzug;234922.38527440833;Signifikant;False
1388;028912004;1989;2;6;24125.0;24125.0;0.0;24125.0;4;0;0;0;0;0;0;0;4.949628046035187;110;0;0;0;0;0;13557.0;04;1;2;Depot;H401;70;Warm (20° bis 31,99° C);Tag;Klar;Florida;Winter;Kollision;Main Track Authority;Human Factors;Güterzug, Güterzug;20463.991856815675;Nicht Signifikant;False
1389;0289LU200;1989;2;1;15000.0;15000.0;0.0;15000.0;2;0;0;0;0;0;0;0;2.958916643910756;10;0;0;0;0;0;1207.3541924752558;04;7;1;Depot;H306;60;Moderat (0° bis 19,99° C);Morgendämmerung;Klar;Louisiana;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;12723.7255068284;Nicht Signifikant;False
1390;0289NL201;1989;2;2;21750.0;21750.0;100.0;21650.0;2;0;0;0;0;0;0;0;9.0;27;1;7;0;0;1;3375.4443565667893;01;7;X;Depot;H602;41;Moderat (0° bis 19,99° C);Tag;Regen;Arkansas;Winter;Entgleisung;Speed;Human Factors;Depot/Rangieren, EinzelneWagen;18449.40198490118;Nicht Signifikant;False
1391;0289NL215;1989;2;17;7500.0;7500.0;0.0;7500.0;2;0;0;0;0;0;0;0;4.0;0;0;29;0;0;0;952.7258433013352;04;7;1;Industriestrecke;M501;40;Moderat (0° bis 19,99° C);Abend;Regen;Arkansas;Winter;Kollision;Other Miscellaneous;Miscellaneous Causes;Depot/Rangieren, EinzelneWagen;6361.8627534142;Nicht Signifikant;False
1392;0289PL207;1989;2;12;13335.0;13335.0;0.0;13335.0;5;0;0;0;0;0;0;0;6.0;0;0;31;0;0;2;1566.8164184217308;05;5;1;Industriestrecke;H018;47;Moderat (0° bis 19,99° C);Tag;Regen;Texas;Winter;Kollision;Brakes, Use of;Human Factors;EinzelneWagen, Güterzug;11311.391975570446;Nicht Signifikant;False
1393;0289UT212;1989;2;9;11575.0;11575.0;0.0;11575.0;3;0;0;0;0;0;0;0;4.949628046035187;93;3;74;0;0;1;13469.564379588355;04;7;2;Depot;H306;15;Kalt (-30° - 0,01° C);Abend;Klar;Utah;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Güterzug;9818.474849435914;Nicht Signifikant;False
1394;029005070;1990;2;18;18000.0;18000.0;1000.0;17000.0;2;0;0;0;0;0;0;0;1.9635609428485408;14;1;15;0;0;0;2138.6890847549294;05;7;1;Depot;H306;45;Moderat (0° bis 19,99° C);Tag;Klar;Virginia;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, EinzelneWagen;15268.470608194079;Nicht Signifikant;False
1395;029048;2007;5;9;15347.0;15347.0;1875.0;13472.0;1;0;0;0;0;0;0;0;2.5;0;0;92;0;0;3;2875.2897904518263;04;7;1;Depot;M408;56;Moderat (0° bis 19,99° C);Abend;Nebel;Virginia;Frühling;Kollision;Unusual Operational Situations;Miscellaneous Causes;Depot/Rangieren, EinzelneWagen;11338.751385297377;Nicht Signifikant;False
1396;0290AR202;1990;2;7;14711.0;14711.0;2511.0;12200.0;2;0;0;0;0;0;0;0;2.958916643910756;26;5;36;0;0;1;4223.0689921474495;01;6;1;Depot;M503;62;Moderat (0° bis 19,99° C);Tag;Klar;Tennessee;Winter;Entgleisung;Other Miscellaneous;Miscellaneous Causes;EinzelneWagen, Güterzug;12478.581728730172;Nicht Signifikant;False
1397;0290CA208;1990;2;11;9716.0;9716.0;0.0;9716.0;0;0;0;0;0;0;0;0;2.0;18;0;1;0;0;0;2147.859998920312;02;6;1;Depot;H313;55;Moderat (0° bis 19,99° C);Abend;Klar;Kalifornien;Winter;Kollision;General Switching Rules;Human Factors;EinzelneWagen, EinzelneWagen;8241.581134956316;Nicht Signifikant;False
1398;0290CR210;1990;2;7;10960.0;10960.0;2360.0;8600.0;2;0;0;0;0;0;0;0;3.0;53;4;19;0;0;0;6755.841405233405;04;7;1;Depot;H704;45;Moderat (0° bis 19,99° C);Abenddämmerung;Regen;Oregon;Winter;Kollision;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;9296.80210365595;Nicht Signifikant;False
1399;0290FW245;1990;2;28;15000.0;15000.0;7000.0;8000.0;2;0;0;0;0;0;0;0;6.940339448159618;60;1;52;0;0;7;8508.40803324324;04;7;1;Depot;H503;45;Moderat (0° bis 19,99° C);Tag;Wolkig;Texas;Winter;Kollision;Train Handling/Train Makeup;Human Factors;Depot/Rangieren, EinzelneWagen;12723.7255068284;Nicht Signifikant;False
1400;0290HO204;1990;2;12;100800.0;100800.0;0.0;100800.0;4;0;0;0;0;0;0;0;5.5;59;0;83;0;0;0;9308.52004192096;01;7;1;Depot;H704;65;Moderat (0° bis 19,99° C);Abend;Klar;Texas;Winter;Entgleisung;Switches, Use of;Human Factors;Depot/Rangieren, Depot/Rangieren;85503.43540588683;Nicht Signifikant;False
1401;0290LU215;1990;2;23;30500.0;30500.0;0.0;30500.0;4;0;0;0;0;0;0;0;3.0;27;0;23;0;0;1;3842.97787894479;04;7;1;Depot;H306;60;Moderat (0° bis 19,99° C);Tag;Klar;Louisiana;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;25871.575197217742;Nicht Signifikant;False
1402;0290UT203;1990;2;7;6100.0;6100.0;0.0;6100.0;4;0;0;0;0;0;0;0;3.9542723449729715;31;0;39;0;0;2;5258.162247179111;01;6;2;Depot;T399;16;Kalt (-30° - 0,01° C);Abend;Wolkig;Utah;Winter;Entgleisung;Frogs, Switches and Track Appliances;Track, Roadbed and Structures;EinzelneWagen, Güterzug;5174.315039443549;Nicht Signifikant;False
1403;0290UT213;1990;2;25;18800.0;18800.0;2000.0;16800.0;3;0;0;0;0;0;0;0;2.958916643910756;47;3;18;0;0;0;6379.989370172551;04;6;1;Depot;H020;37;Moderat (0° bis 19,99° C);Abend;Klar;Utah;Winter;Kollision;Brakes, Use of;Human Factors;EinzelneWagen, Güterzug;15947.069301891594;Nicht Signifikant;False
1404;0291CA205;1991;2;7;8750.0;8750.0;0.0;8750.0;1;0;0;0;0;0;0;0;3.0;0;0;2;0;0;0;130.67276760464793;04;6;1;Depot;M404;50;Moderat (0° bis 19,99° C);Tag;Klar;Kalifornien;Winter;Kollision;Unusual Operational Situations;Miscellaneous Causes;EinzelneWagen, Lokomotive;7422.173212316566;Nicht Signifikant;False
1405;0291RR208;1991;2;21;6675.0;6675.0;300.0;6375.0;2;0;0;0;0;0;0;0;3.9542723449729715;37;0;49;0;0;2;4447.388788583951;04;6;1;Depot;H306;50;Moderat (0° bis 19,99° C);Morgendämmerung;Wolkig;Texas;Winter;Kollision;General Switching Rules;Human Factors;EinzelneWagen, Güterzug;5662.0578505386375;Nicht Signifikant;False
1406;0291SL001;1991;2;2;174000.0;174000.0;7000.0;167000.0;2;2;0;0;0;0;0;0;34.81029907790165;90;0;0;0;0;0;10307.948154815935;01;6;1;Depot;M501;60;Moderat (0° bis 19,99° C);Abend;Klar;Illinois;Winter;Entgleisung;Other Miscellaneous;Miscellaneous Causes;EinzelneWagen, Lokomotive;147595.21587920943;Nicht Signifikant;True
1407;029205022;1992;2;15;26500.0;26500.0;1000.0;25500.0;2;0;0;0;0;0;0;0;4.0;46;0;29;0;0;1;6187.047406266633;04;7;1;Depot;H401;62;Moderat (0° bis 19,99° C);Tag;Wolkig;North Carolina;Winter;Kollision;Main Track Authority;Human Factors;Depot/Rangieren, Depot/Rangieren;22478.581728730172;Nicht Signifikant;False
1408;029205042;1992;2;25;9850.0;9850.0;200.0;9650.0;7;0;0;0;0;0;0;0;5.0;158;2;99;0;0;2;20345.0;04;1;1;Depot;H306;55;Moderat (0° bis 19,99° C);Abend;Wolkig;North Carolina;Winter;Kollision;General Switching Rules;Human Factors;Güterzug, Güterzug;8355.246416150649;Nicht Signifikant;False
1409;029221034;1992;2;24;17200.0;17200.0;200.0;17000.0;3;0;0;0;0;0;0;0;10.0;13;1;4;0;0;2;1692.9812171436124;04;7;1;Depot;H313;50;Moderat (0° bis 19,99° C);Abend;Klar;Kentucky;Winter;Kollision;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;14589.871914496563;Nicht Signifikant;False
1410;0292ID019;1992;2;10;23000.0;23000.0;0.0;23000.0;4;0;0;0;0;0;0;0;3.9542723449729715;45;0;44;0;0;1;7057.093808331582;01;7;1;Depot;H503;50;Moderat (0° bis 19,99° C);Tag;Wolkig;Idaho;Winter;Entgleisung;Train Handling/Train Makeup;Human Factors;Depot/Rangieren, Güterzug;19509.712443803546;Nicht Signifikant;False
1411;0292NL002;1992;2;6;13400.0;13400.0;700.0;12700.0;4;0;0;0;0;0;0;0;4.0;19;0;18;0;0;2;2782.1664662751873;01;7;1;Depot;H305;50;Moderat (0° bis 19,99° C);Abend;Klar;Arkansas;Winter;Entgleisung;General Switching Rules;Human Factors;Depot/Rangieren, Depot/Rangieren;11366.52811943337;Nicht Signifikant;False
1412;0292VB004;1992;2;11;341000.0;341000.0;1000.0;340000.0;2;0;0;0;0;0;0;0;16.89389645878177;15;1;40;0;0;5;3038.824947416906;01;4;3;Hauptstrecke;H306;42;Moderat (0° bis 19,99° C);Abend;Regen;Kansas;Winter;Entgleisung;General Switching Rules;Human Factors;Arbeitszug, EinzelneWagen;289252.6931885656;Signifikant;False
